               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.022037,            0.014888,           0.0024685,             0.93325,             0.91331,             0.95914,             0.76292,            0.018955,            0.010228,           0.0021671,            0.005116,            0.005116,            0.005116
                 150,            0.022381,            0.014999,           0.0023162,             0.93362,             0.91775,             0.96103,             0.76203,             0.01911,           0.0099855,           0.0020895,            0.005083,            0.005083,            0.005083
                 151,            0.022174,            0.015127,           0.0021974,               0.937,             0.92343,             0.96209,             0.76838,            0.019088,           0.0099356,           0.0019904,             0.00505,             0.00505,             0.00505
                 152,            0.021862,            0.014758,           0.0021308,             0.92904,             0.92002,             0.95631,             0.75738,            0.019336,            0.010051,           0.0020706,            0.005017,            0.005017,            0.005017
                 153,            0.021747,            0.015198,           0.0022388,             0.92589,             0.92352,             0.95589,             0.76026,            0.019096,            0.010066,           0.0020242,            0.004984,            0.004984,            0.004984
                 154,            0.022105,            0.015257,           0.0022288,             0.93187,             0.91757,             0.95845,              0.7609,            0.019226,            0.010151,           0.0019937,            0.004951,            0.004951,            0.004951
                 155,            0.022202,            0.015096,           0.0024891,             0.92404,             0.92373,             0.95867,             0.75864,             0.01928,            0.010017,           0.0018738,            0.004918,            0.004918,            0.004918
                 156,            0.021752,            0.015003,           0.0022605,             0.93509,             0.91776,             0.95865,             0.76235,            0.019083,            0.010063,           0.0020011,            0.004885,            0.004885,            0.004885
                 157,            0.021894,            0.014561,           0.0023573,             0.93301,             0.92581,             0.95956,             0.76185,             0.01899,           0.0098123,           0.0017696,            0.004852,            0.004852,            0.004852
                 158,            0.021464,            0.014894,           0.0022431,             0.93377,             0.92337,             0.96167,             0.76563,             0.01891,             0.00985,           0.0019545,            0.004819,            0.004819,            0.004819
                 159,            0.021881,             0.01479,           0.0022377,             0.93593,             0.92284,             0.96345,              0.7646,            0.019103,           0.0099743,            0.001888,            0.004786,            0.004786,            0.004786
                 160,            0.021482,            0.014836,            0.002287,               0.931,              0.9253,             0.95964,             0.76058,               0.019,           0.0099333,           0.0021127,            0.004753,            0.004753,            0.004753
                 161,            0.021638,            0.015039,           0.0024516,             0.92647,             0.92507,             0.95773,             0.75993,            0.019125,           0.0098847,           0.0020436,             0.00472,             0.00472,             0.00472
                 162,            0.021812,              0.0147,           0.0024156,              0.9357,             0.92114,             0.95962,             0.75928,             0.01913,           0.0098942,           0.0020051,            0.004687,            0.004687,            0.004687
                 163,            0.021658,            0.014564,           0.0023922,             0.94152,             0.91328,             0.95748,              0.7619,            0.018883,           0.0099621,           0.0019815,            0.004654,            0.004654,            0.004654
                 164,            0.021558,            0.014796,           0.0022543,             0.92589,             0.92154,             0.96073,             0.76729,            0.018699,           0.0099813,           0.0018845,            0.004621,            0.004621,            0.004621
                 165,            0.021173,            0.014711,           0.0020376,              0.9341,              0.9229,             0.96156,             0.76705,            0.018841,           0.0098585,            0.001811,            0.004588,            0.004588,            0.004588
                 166,            0.021709,            0.014705,           0.0022706,             0.93526,              0.9253,             0.95918,             0.76704,            0.018919,           0.0099357,           0.0018352,            0.004555,            0.004555,            0.004555
                 167,            0.021324,            0.014788,           0.0022071,             0.94027,             0.92376,             0.96079,             0.76825,            0.018912,            0.010006,           0.0019886,            0.004522,            0.004522,            0.004522
                 168,            0.021613,            0.014682,           0.0022518,             0.92817,             0.92335,             0.95717,             0.76541,            0.018897,            0.010024,           0.0020008,            0.004489,            0.004489,            0.004489
                 169,            0.021199,            0.014734,           0.0020375,             0.93376,             0.92185,             0.95776,             0.76586,            0.018838,           0.0099583,           0.0020946,            0.004456,            0.004456,            0.004456
                 170,            0.021481,            0.014794,           0.0021638,             0.93068,             0.92405,             0.95764,             0.76601,            0.018904,           0.0099798,           0.0019267,            0.004423,            0.004423,            0.004423
                 171,            0.021925,            0.015014,           0.0021867,             0.92777,             0.92723,             0.96041,             0.76779,            0.018847,             0.00992,           0.0018037,             0.00439,             0.00439,             0.00439
                 172,               0.021,            0.014602,           0.0022878,             0.94102,             0.91861,             0.96153,             0.76963,            0.018834,           0.0099662,           0.0018473,            0.004357,            0.004357,            0.004357
                 173,            0.021174,            0.014745,           0.0020473,             0.94161,             0.91535,             0.96084,             0.76833,            0.018857,           0.0098995,           0.0018222,            0.004324,            0.004324,            0.004324
                 174,            0.020976,            0.014547,           0.0021748,             0.93784,             0.91453,             0.95943,             0.76804,            0.018685,            0.010081,           0.0018728,            0.004291,            0.004291,            0.004291
                 175,            0.021237,            0.014825,           0.0019443,             0.93728,             0.92376,             0.96178,             0.76985,            0.018714,            0.010004,           0.0020378,            0.004258,            0.004258,            0.004258
                 176,            0.021168,            0.014267,           0.0022383,               0.936,             0.92188,             0.95686,             0.76822,            0.018816,            0.010112,            0.002025,            0.004225,            0.004225,            0.004225
                 177,            0.021247,            0.014211,           0.0021094,              0.9344,             0.92268,             0.96102,              0.7675,            0.018936,           0.0099878,           0.0020824,            0.004192,            0.004192,            0.004192
                 178,            0.021316,            0.014668,           0.0021785,             0.92896,             0.92592,             0.95893,             0.76622,            0.018878,            0.010012,           0.0020512,            0.004159,            0.004159,            0.004159
                 179,            0.021375,            0.014484,           0.0022881,             0.93261,             0.93155,             0.96028,             0.77104,            0.018798,           0.0099881,           0.0018952,            0.004126,            0.004126,            0.004126
                 180,             0.02132,            0.014481,           0.0022051,              0.9302,             0.92774,             0.95834,             0.77169,             0.01882,            0.010034,           0.0019209,            0.004093,            0.004093,            0.004093
                 181,            0.020871,            0.014181,           0.0019143,             0.93676,             0.92252,             0.96021,             0.77135,            0.018961,             0.01014,           0.0018914,             0.00406,             0.00406,             0.00406
                 182,            0.020974,            0.014311,           0.0019436,             0.94083,              0.9232,             0.96089,             0.76921,            0.018842,            0.010017,           0.0019341,            0.004027,            0.004027,            0.004027
                 183,            0.020964,            0.014477,           0.0022716,             0.94076,             0.92163,             0.96023,             0.77214,            0.018759,            0.009792,           0.0018705,            0.003994,            0.003994,            0.003994
                 184,            0.021296,            0.014558,           0.0021047,             0.93784,             0.93278,             0.95963,             0.77076,            0.018825,           0.0099237,           0.0018643,            0.003961,            0.003961,            0.003961
                 185,            0.021111,            0.014718,            0.002174,             0.93652,              0.9306,             0.95956,             0.77476,            0.018755,           0.0099551,           0.0018688,            0.003928,            0.003928,            0.003928
                 186,            0.020968,            0.014232,           0.0023196,             0.93847,              0.9246,             0.96047,             0.76977,            0.018765,           0.0099943,           0.0019551,            0.003895,            0.003895,            0.003895
                 187,            0.020869,            0.014175,           0.0022579,             0.94201,             0.92156,             0.96011,             0.77145,            0.018755,           0.0098618,           0.0019295,            0.003862,            0.003862,            0.003862
                 188,            0.021016,            0.014508,           0.0021335,             0.93811,             0.92357,              0.9612,             0.77096,            0.018774,           0.0098979,           0.0018729,            0.003829,            0.003829,            0.003829
                 189,            0.020836,            0.014483,           0.0019886,             0.93651,             0.92846,              0.9591,             0.76967,            0.018847,            0.010029,           0.0018102,            0.003796,            0.003796,            0.003796
                 190,             0.02069,            0.014437,           0.0021658,             0.93314,             0.92757,             0.95755,             0.76826,            0.018917,            0.010045,           0.0018174,            0.003763,            0.003763,            0.003763
                 191,            0.020849,            0.014218,           0.0020565,             0.93081,             0.92695,              0.9563,             0.76917,            0.018954,            0.010225,           0.0018284,             0.00373,             0.00373,             0.00373
                 192,            0.020238,            0.013983,           0.0021321,             0.93493,             0.92828,              0.9582,             0.77042,            0.018849,            0.010092,           0.0018109,            0.003697,            0.003697,            0.003697
                 193,            0.020655,            0.014125,           0.0020008,             0.93568,             0.93544,             0.96167,             0.77315,             0.01881,            0.010117,           0.0016952,            0.003664,            0.003664,            0.003664
                 194,            0.020759,            0.014353,           0.0020481,             0.93449,             0.93229,             0.96319,             0.77342,            0.018666,           0.0099634,           0.0016977,            0.003631,            0.003631,            0.003631
                 195,            0.021017,            0.014613,              0.0021,             0.94025,             0.92511,             0.96319,             0.77262,            0.018618,           0.0099067,           0.0016414,            0.003598,            0.003598,            0.003598
                 196,            0.020535,            0.014029,           0.0022566,             0.92912,             0.93466,             0.95922,             0.77016,            0.018679,            0.010084,           0.0016418,            0.003565,            0.003565,            0.003565
                 197,            0.020356,            0.013744,           0.0020004,             0.93375,             0.92754,             0.95905,             0.76981,            0.018712,            0.010009,           0.0016572,            0.003532,            0.003532,            0.003532
                 198,            0.020176,            0.013945,           0.0017369,             0.92615,             0.93559,             0.95934,             0.77134,            0.018738,            0.010118,           0.0017394,            0.003499,            0.003499,            0.003499
                 199,            0.020073,             0.01402,           0.0018998,             0.93211,              0.9267,             0.96203,             0.77369,            0.018721,            0.010078,           0.0018369,            0.003466,            0.003466,            0.003466
                 200,             0.02031,            0.014215,           0.0017873,             0.92973,             0.92996,             0.96042,             0.77182,            0.018779,            0.010149,           0.0019502,            0.003433,            0.003433,            0.003433
                 201,            0.020839,              0.0144,           0.0020675,             0.92914,             0.92726,             0.96057,             0.76995,            0.018802,            0.010152,           0.0019719,              0.0034,              0.0034,              0.0034
                 202,            0.020279,            0.014158,           0.0020711,              0.9337,             0.92249,             0.96053,             0.77241,            0.018728,            0.010006,           0.0019635,            0.003367,            0.003367,            0.003367
                 203,            0.020829,            0.014192,           0.0020961,             0.93035,             0.92642,             0.96131,             0.77191,            0.018672,            0.010061,           0.0018981,            0.003334,            0.003334,            0.003334
                 204,            0.020783,            0.014214,           0.0019393,             0.93435,             0.92517,             0.96031,             0.77083,            0.018761,            0.010129,           0.0019088,            0.003301,            0.003301,            0.003301
                 205,            0.020364,            0.014034,           0.0021191,              0.9338,             0.92582,             0.95998,             0.76977,            0.018765,            0.010199,           0.0018894,            0.003268,            0.003268,            0.003268
                 206,            0.020575,            0.014124,           0.0020185,             0.94004,             0.92442,             0.96123,             0.77031,            0.018744,            0.010085,           0.0019232,            0.003235,            0.003235,            0.003235
                 207,            0.020585,             0.01413,           0.0019129,             0.93965,             0.92141,             0.96096,             0.77124,            0.018683,            0.010087,           0.0018934,            0.003202,            0.003202,            0.003202
                 208,            0.020322,            0.014122,           0.0019921,             0.92374,             0.93446,             0.95943,             0.77124,             0.01871,            0.010168,           0.0019238,            0.003169,            0.003169,            0.003169
                 209,            0.020034,            0.013503,           0.0020059,             0.93712,             0.92839,             0.96092,             0.77222,            0.018727,            0.010089,           0.0019197,            0.003136,            0.003136,            0.003136
                 210,            0.019961,            0.013584,           0.0020233,              0.9328,             0.93027,             0.96051,             0.77223,            0.018776,             0.01008,           0.0019415,            0.003103,            0.003103,            0.003103
                 211,            0.020282,              0.0144,           0.0020098,             0.93126,             0.93295,             0.96114,             0.77338,            0.018788,            0.010084,           0.0018937,             0.00307,             0.00307,             0.00307
                 212,             0.02016,            0.013933,           0.0018398,             0.93869,             0.92308,             0.96163,             0.77419,            0.018855,            0.010105,           0.0018506,            0.003037,            0.003037,            0.003037
                 213,            0.020296,            0.014158,           0.0020566,             0.93584,             0.92612,             0.96233,             0.77413,            0.018887,            0.010081,            0.001871,            0.003004,            0.003004,            0.003004
                 214,            0.020352,            0.014423,           0.0020853,             0.93376,             0.92689,             0.96117,             0.77418,            0.018931,            0.010077,           0.0018953,            0.002971,            0.002971,            0.002971
                 215,            0.020049,            0.013822,           0.0021092,             0.93864,             0.92482,             0.96096,             0.77128,            0.019027,              0.0101,           0.0019468,            0.002938,            0.002938,            0.002938
                 216,            0.020536,            0.014064,           0.0020174,             0.93799,             0.92488,             0.95995,             0.77016,            0.018998,            0.010103,           0.0019397,            0.002905,            0.002905,            0.002905
                 217,             0.02049,             0.01414,           0.0020871,             0.93977,             0.92489,             0.96073,              0.7724,             0.01893,            0.010151,           0.0018929,            0.002872,            0.002872,            0.002872
                 218,            0.020354,             0.01431,           0.0022045,             0.93965,              0.9281,             0.96073,             0.77235,            0.018906,            0.010148,           0.0018844,            0.002839,            0.002839,            0.002839
                 219,            0.019889,             0.01387,           0.0020376,             0.93827,             0.92915,             0.96122,              0.7739,            0.018951,            0.010104,           0.0019386,            0.002806,            0.002806,            0.002806
                 220,            0.020056,            0.013945,           0.0019619,             0.94434,             0.91963,              0.9614,              0.7745,            0.018852,            0.010016,           0.0019111,            0.002773,            0.002773,            0.002773
                 221,            0.020091,            0.014076,           0.0019641,              0.9422,             0.92776,             0.96212,             0.77333,            0.018834,           0.0099977,           0.0018723,             0.00274,             0.00274,             0.00274
                 222,            0.019987,            0.013903,           0.0018585,             0.93951,              0.9326,             0.96142,             0.77415,            0.018836,           0.0099883,           0.0018829,            0.002707,            0.002707,            0.002707
                 223,            0.020002,            0.013792,            0.001968,                0.94,             0.93131,             0.96222,             0.77465,            0.018811,            0.009969,           0.0018095,            0.002674,            0.002674,            0.002674
                 224,            0.019514,            0.013585,           0.0020369,             0.93762,             0.92887,             0.96189,             0.77453,            0.018762,           0.0099604,           0.0017663,            0.002641,            0.002641,            0.002641
                 225,            0.019781,            0.013777,           0.0019263,             0.93863,             0.92675,             0.96077,             0.77366,            0.018738,           0.0099814,            0.001756,            0.002608,            0.002608,            0.002608
                 226,            0.019569,            0.013455,           0.0018162,             0.94347,             0.92404,             0.96076,             0.77431,            0.018743,           0.0099581,           0.0017515,            0.002575,            0.002575,            0.002575
                 227,            0.019711,            0.013802,            0.001863,             0.94444,             0.92354,             0.96054,              0.7732,            0.018723,            0.009958,           0.0017632,            0.002542,            0.002542,            0.002542
                 228,            0.019711,            0.013605,           0.0019107,             0.94358,               0.922,             0.95922,              0.7716,            0.018714,           0.0099419,           0.0017656,            0.002509,            0.002509,            0.002509
                 229,            0.019442,            0.013869,           0.0019395,             0.94082,             0.92269,             0.95847,             0.77057,            0.018755,           0.0099135,            0.001766,            0.002476,            0.002476,            0.002476
                 230,            0.019663,            0.013851,           0.0018943,               0.941,             0.92018,             0.95882,             0.77005,            0.018758,           0.0099546,           0.0017785,            0.002443,            0.002443,            0.002443
                 231,             0.01976,            0.013398,           0.0019957,             0.93821,             0.92421,             0.95943,             0.76963,            0.018784,           0.0099641,           0.0017791,             0.00241,             0.00241,             0.00241
                 232,             0.01937,            0.013492,           0.0018524,             0.94246,             0.92419,             0.96007,             0.76954,            0.018744,           0.0099693,            0.001736,            0.002377,            0.002377,            0.002377
                 233,            0.019233,            0.013655,            0.001862,             0.93764,             0.92999,             0.96025,             0.77188,            0.018709,           0.0099374,           0.0017044,            0.002344,            0.002344,            0.002344
                 234,            0.019352,              0.0135,           0.0020451,             0.94276,             0.92761,              0.9606,             0.77208,            0.018663,           0.0099169,           0.0017088,            0.002311,            0.002311,            0.002311
                 235,            0.019574,            0.013654,           0.0019858,             0.94238,             0.92581,             0.96079,             0.77372,            0.018731,           0.0099324,           0.0017118,            0.002278,            0.002278,            0.002278
                 236,            0.019438,            0.013368,             0.00194,             0.93968,             0.92853,              0.9599,             0.77364,            0.018707,           0.0099814,            0.001734,            0.002245,            0.002245,            0.002245
                 237,            0.019578,            0.013816,           0.0020664,             0.93643,             0.92746,             0.95908,             0.77338,            0.018739,           0.0099995,           0.0017389,            0.002212,            0.002212,            0.002212
                 238,            0.019137,             0.01332,           0.0018868,             0.93411,             0.92857,             0.95908,             0.77305,            0.018706,            0.010065,           0.0017602,            0.002179,            0.002179,            0.002179
                 239,            0.019338,            0.013276,           0.0018711,             0.93906,             0.92358,             0.95988,             0.77352,            0.018695,            0.010054,           0.0017706,            0.002146,            0.002146,            0.002146
                 240,             0.01933,            0.013691,           0.0018466,             0.93392,             0.92826,             0.96075,             0.77509,            0.018688,             0.01005,           0.0017821,            0.002113,            0.002113,            0.002113
                 241,            0.019455,            0.013326,           0.0019601,             0.93439,             0.92667,             0.95976,             0.77476,            0.018701,            0.010125,           0.0017743,             0.00208,             0.00208,             0.00208
                 242,            0.019422,            0.013109,           0.0019687,             0.93763,             0.92356,             0.95994,             0.77441,            0.018732,             0.01013,           0.0017967,            0.002047,            0.002047,            0.002047
                 243,            0.018833,            0.013044,           0.0015694,             0.94199,             0.92161,              0.9605,             0.77443,            0.018779,            0.010156,           0.0018346,            0.002014,            0.002014,            0.002014
                 244,            0.019343,            0.012928,           0.0018299,             0.93983,             0.92163,             0.96013,             0.77469,            0.018798,            0.010197,           0.0018535,            0.001981,            0.001981,            0.001981
                 245,            0.019227,            0.013587,            0.001985,             0.93476,             0.92518,             0.96025,             0.77542,            0.018799,            0.010206,           0.0018592,            0.001948,            0.001948,            0.001948
                 246,            0.019398,            0.013429,           0.0020723,              0.9348,             0.92675,             0.96013,             0.77576,            0.018779,            0.010202,           0.0018218,            0.001915,            0.001915,            0.001915
                 247,            0.019049,            0.013385,           0.0018018,             0.93563,             0.92465,             0.95924,             0.77588,            0.018753,            0.010195,           0.0017947,            0.001882,            0.001882,            0.001882
                 248,            0.019444,            0.013449,           0.0019741,             0.93747,             0.92846,             0.95928,             0.77632,            0.018719,            0.010166,           0.0017808,            0.001849,            0.001849,            0.001849
                 249,            0.019131,            0.013489,           0.0018257,             0.93685,             0.92826,             0.96021,             0.77584,            0.018753,            0.010148,           0.0018016,            0.001816,            0.001816,            0.001816
                 250,            0.019051,            0.013289,           0.0017553,             0.93445,             0.93147,             0.96086,             0.77636,            0.018756,            0.010114,           0.0017979,            0.001783,            0.001783,            0.001783
                 251,              0.0192,            0.013198,           0.0018217,             0.93558,             0.92806,             0.96036,             0.77538,            0.018756,            0.010099,           0.0017992,             0.00175,             0.00175,             0.00175
                 252,            0.019215,            0.013218,           0.0018449,             0.93419,             0.92673,             0.96078,             0.77596,            0.018728,            0.010125,           0.0017918,            0.001717,            0.001717,            0.001717
                 253,             0.01936,            0.013378,           0.0020013,             0.93249,             0.92801,             0.95971,             0.77603,            0.018736,             0.01014,            0.001777,            0.001684,            0.001684,            0.001684
                 254,             0.01891,            0.013374,           0.0017752,             0.93651,             0.92505,             0.96018,             0.77697,            0.018754,             0.01015,           0.0017597,            0.001651,            0.001651,            0.001651
                 255,            0.018869,            0.013073,           0.0018438,             0.93758,             0.92647,             0.96093,             0.77586,            0.018772,            0.010169,           0.0017769,            0.001618,            0.001618,            0.001618
                 256,            0.018703,            0.013107,            0.001742,             0.93727,             0.92716,             0.96159,             0.77592,             0.01877,            0.010178,             0.00179,            0.001585,            0.001585,            0.001585
                 257,            0.018838,            0.013159,             0.00186,             0.94026,             0.92283,             0.96063,             0.77517,             0.01878,            0.010187,            0.001808,            0.001552,            0.001552,            0.001552
                 258,            0.019015,            0.013109,           0.0018137,             0.94087,             0.92082,             0.96017,             0.77575,             0.01878,            0.010197,           0.0018122,            0.001519,            0.001519,            0.001519
                 259,            0.018599,            0.013026,           0.0017308,             0.94184,             0.91892,             0.96017,             0.77545,            0.018768,            0.010205,              0.0018,            0.001486,            0.001486,            0.001486
                 260,            0.018963,            0.013221,           0.0018392,             0.94202,             0.91948,             0.96034,             0.77458,            0.018758,            0.010233,           0.0018018,            0.001453,            0.001453,            0.001453
                 261,            0.018525,            0.013059,            0.001796,             0.93671,             0.92182,             0.95971,             0.77424,            0.018754,            0.010265,           0.0017946,             0.00142,             0.00142,             0.00142
                 262,            0.018621,            0.013159,           0.0017782,             0.93847,             0.92182,             0.95935,             0.77469,            0.018748,            0.010274,           0.0017956,            0.001387,            0.001387,            0.001387
                 263,            0.018377,            0.012848,            0.001668,             0.93586,             0.92459,             0.95967,             0.77546,            0.018748,            0.010257,           0.0017892,            0.001354,            0.001354,            0.001354
                 264,            0.018883,            0.013085,           0.0019565,             0.93663,              0.9248,             0.95998,             0.77445,            0.018747,            0.010251,           0.0017823,            0.001321,            0.001321,            0.001321
                 265,            0.018373,            0.013012,           0.0017539,              0.9381,             0.92533,             0.95997,             0.77373,            0.018757,            0.010248,           0.0017895,            0.001288,            0.001288,            0.001288
                 266,            0.018452,            0.012535,           0.0018553,             0.93598,             0.92734,             0.96013,              0.7734,            0.018777,            0.010271,           0.0017874,            0.001255,            0.001255,            0.001255
                 267,            0.018522,            0.012891,           0.0016445,             0.94035,             0.92275,             0.96097,             0.77327,            0.018781,            0.010271,           0.0017767,            0.001222,            0.001222,            0.001222
                 268,            0.018302,            0.012575,           0.0017477,              0.9443,             0.91866,             0.96157,             0.77378,            0.018772,            0.010279,           0.0017694,            0.001189,            0.001189,            0.001189
                 269,            0.018693,            0.013368,           0.0016894,             0.93956,             0.92304,             0.96169,             0.77374,            0.018769,            0.010276,           0.0017608,            0.001156,            0.001156,            0.001156
                 270,            0.018376,            0.012679,           0.0016311,             0.93772,             0.92627,             0.96069,             0.77443,            0.018768,            0.010282,           0.0017643,            0.001123,            0.001123,            0.001123
                 271,            0.018387,            0.012907,            0.001831,             0.93715,              0.9263,             0.96009,             0.77381,            0.018769,            0.010305,           0.0017666,             0.00109,             0.00109,             0.00109
                 272,             0.01823,            0.012802,           0.0016191,             0.94084,             0.92444,             0.96035,             0.77433,            0.018763,             0.01033,           0.0017624,            0.001057,            0.001057,            0.001057
                 273,            0.018419,            0.013064,           0.0017208,             0.94214,             0.92277,             0.96023,             0.77372,            0.018773,            0.010349,           0.0017726,            0.001024,            0.001024,            0.001024
                 274,            0.018721,            0.013009,            0.001871,              0.9413,             0.92264,             0.96057,              0.7737,            0.018773,             0.01034,           0.0017815,            0.000991,            0.000991,            0.000991
                 275,             0.01821,            0.012788,           0.0017562,             0.94013,             0.92398,             0.96074,             0.77359,            0.018773,            0.010346,            0.001785,            0.000958,            0.000958,            0.000958
                 276,            0.018175,            0.012564,           0.0017971,             0.94387,             0.92279,              0.9602,             0.77308,            0.018771,            0.010371,           0.0018019,            0.000925,            0.000925,            0.000925
                 277,            0.018298,            0.012631,           0.0017138,             0.94406,             0.92154,             0.96008,             0.77254,            0.018765,            0.010384,           0.0018226,            0.000892,            0.000892,            0.000892
                 278,             0.01827,            0.012828,           0.0016875,             0.93985,             0.92419,             0.96061,             0.77419,            0.018745,            0.010377,           0.0018301,            0.000859,            0.000859,            0.000859
                 279,            0.017999,            0.012523,           0.0015293,             0.94245,              0.9223,              0.9607,             0.77413,            0.018733,            0.010374,           0.0018355,            0.000826,            0.000826,            0.000826
                 280,            0.017995,            0.012798,           0.0016688,             0.94241,              0.9216,             0.96097,              0.7739,            0.018746,             0.01038,           0.0018397,            0.000793,            0.000793,            0.000793
                 281,            0.018088,            0.012885,           0.0017108,             0.94107,             0.91855,             0.96036,             0.77492,            0.018742,            0.010385,           0.0018449,             0.00076,             0.00076,             0.00076
                 282,            0.018307,            0.012713,           0.0019354,             0.94377,             0.91855,             0.96072,             0.77404,            0.018752,            0.010395,           0.0018567,            0.000727,            0.000727,            0.000727
                 283,            0.018059,             0.01269,            0.001734,             0.94302,             0.91957,             0.96036,             0.77392,            0.018763,            0.010393,           0.0018568,            0.000694,            0.000694,            0.000694
                 284,            0.017877,            0.012239,           0.0017422,             0.94054,             0.91907,             0.95998,             0.77456,            0.018765,            0.010396,           0.0018498,            0.000661,            0.000661,            0.000661
                 285,            0.017642,            0.012624,           0.0016705,             0.93854,             0.92021,             0.96021,             0.77425,            0.018761,            0.010395,            0.001842,            0.000628,            0.000628,            0.000628
                 286,            0.017969,            0.012452,           0.0016935,             0.94113,             0.92043,             0.96031,             0.77489,            0.018763,            0.010397,           0.0018332,            0.000595,            0.000595,            0.000595
                 287,            0.017768,            0.012569,           0.0016103,             0.94149,             0.92143,             0.96004,             0.77502,            0.018759,            0.010392,           0.0018302,            0.000562,            0.000562,            0.000562
                 288,             0.01776,            0.012659,           0.0017833,             0.94061,             0.92312,             0.96001,             0.77459,            0.018753,            0.010387,           0.0018252,            0.000529,            0.000529,            0.000529
                 289,            0.017881,            0.012318,           0.0017121,             0.94139,             0.92216,             0.95993,             0.77418,            0.018763,            0.010398,            0.001817,            0.000496,            0.000496,            0.000496
                 290,            0.017678,            0.012189,           0.0017224,             0.94218,             0.92395,             0.96003,             0.77428,            0.018765,            0.010394,           0.0018157,            0.000463,            0.000463,            0.000463
                 291,            0.017777,            0.012503,           0.0017038,             0.94156,             0.92242,             0.95989,             0.77349,            0.018755,            0.010391,           0.0018142,             0.00043,             0.00043,             0.00043
                 292,            0.017383,            0.012409,           0.0015537,              0.9411,             0.92107,             0.96009,             0.77387,            0.018748,            0.010389,           0.0018114,            0.000397,            0.000397,            0.000397
                 293,             0.01806,             0.01248,           0.0017912,             0.94235,             0.91915,             0.96019,             0.77421,            0.018752,            0.010391,            0.001808,            0.000364,            0.000364,            0.000364
                 294,            0.017582,            0.012489,           0.0016286,             0.94347,             0.91864,             0.96017,              0.7746,            0.018751,            0.010391,           0.0018046,            0.000331,            0.000331,            0.000331
                 295,            0.017828,            0.012397,           0.0017386,             0.94558,             0.91707,             0.95989,             0.77449,            0.018744,            0.010391,           0.0018004,            0.000298,            0.000298,            0.000298
                 296,            0.017522,            0.012475,           0.0015521,             0.94675,              0.9165,             0.95937,             0.77436,            0.018737,            0.010392,           0.0017971,            0.000265,            0.000265,            0.000265
                 297,            0.017591,            0.012499,           0.0016605,             0.94748,             0.91639,              0.9593,             0.77435,            0.018733,            0.010394,            0.001797,            0.000232,            0.000232,            0.000232
                 298,            0.018162,            0.012694,           0.0017265,              0.9474,               0.916,             0.95961,             0.77402,            0.018736,            0.010397,           0.0017941,            0.000199,            0.000199,            0.000199
                 299,            0.017454,            0.012326,           0.0017718,             0.94739,             0.91629,             0.95956,             0.77438,            0.018735,            0.010394,           0.0017917,            0.000166,            0.000166,            0.000166
