epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
18,643.624,0.89896,0.67093,1.18808,0.90878,0.87144,0.93922,0.70285,0.83511,1.39244,1.09656,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439
19,678.221,0.89284,0.69315,1.18151,0.91235,0.86829,0.93322,0.71457,0.8048,0.78988,1.06736,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
20,712.614,0.87343,0.65405,1.17645,0.93159,0.88264,0.94868,0.71073,0.82599,0.65716,1.08687,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373
21,747.098,0.85938,0.63869,1.16546,0.9283,0.88795,0.94816,0.72751,0.79223,0.734,1.06685,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
22,781.545,0.86332,0.62846,1.16627,0.88934,0.87579,0.9363,0.70464,0.82612,0.70624,1.07859,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
23,815.652,0.86817,0.6397,1.16534,0.94191,0.88641,0.94808,0.72579,0.79291,0.61413,1.0598,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
24,849.886,0.86038,0.62191,1.16356,0.93726,0.8871,0.95118,0.7305,0.79298,0.61289,1.05476,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
25,884.031,0.87448,0.63938,1.16938,0.94023,0.89351,0.95204,0.72858,0.78725,0.84269,1.06538,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
26,918.493,0.84118,0.61071,1.15197,0.94033,0.88728,0.94663,0.73108,0.78613,0.65523,1.05801,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,952.586,0.83505,0.59689,1.1427,0.93326,0.89601,0.95289,0.72858,0.78482,0.60746,1.04887,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,986.749,0.8423,0.61208,1.15532,0.93277,0.90254,0.95607,0.74044,0.77058,0.60826,1.03974,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,1021.25,0.84249,0.59215,1.14628,0.91569,0.88837,0.93874,0.70975,0.8148,0.75574,1.07578,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,1055.1,0.82384,0.59625,1.13564,0.9405,0.89513,0.95473,0.7343,0.79199,0.64957,1.05606,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,1089.3,0.82183,0.5882,1.14641,0.95176,0.89161,0.95648,0.74934,0.75829,0.49688,1.03354,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,1123.68,0.84298,0.60005,1.15557,0.92479,0.90307,0.95595,0.7395,0.77136,0.62423,1.04138,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,1157.75,0.80595,0.56356,1.13779,0.91329,0.90305,0.95178,0.74092,0.77634,0.57502,1.03761,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,1192.35,0.83061,0.59249,1.14474,0.93802,0.90963,0.95963,0.7469,0.76182,0.59574,1.02258,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,1226.26,0.83333,0.57992,1.14343,0.92478,0.91321,0.95901,0.74899,0.75435,0.65518,1.02612,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,1260.97,0.81243,0.55235,1.11853,0.93154,0.91032,0.95455,0.74161,0.75489,0.58022,1.02071,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,1295.74,0.816,0.55332,1.12862,0.93377,0.90934,0.95583,0.74524,0.76739,0.66792,1.02473,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,1330.32,0.79662,0.55628,1.12696,0.93344,0.91482,0.96183,0.7542,0.74323,0.62454,1.01028,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,1364.95,0.80627,0.55499,1.1264,0.93897,0.91677,0.95418,0.74721,0.76639,0.47791,1.02051,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,1399.77,0.78128,0.53779,1.11824,0.92624,0.91968,0.96156,0.75223,0.73554,0.5253,1.00841,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,1435.04,0.80308,0.5477,1.12179,0.93225,0.89484,0.95061,0.74351,0.75881,0.54321,1.02344,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,1470.05,0.79389,0.54338,1.11827,0.92481,0.90914,0.95655,0.74766,0.74451,0.83172,1.01011,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,1503.86,0.778,0.51719,1.10623,0.93121,0.9098,0.95933,0.75541,0.72913,0.52926,1.0085,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,1537.94,0.79176,0.52996,1.11716,0.94216,0.90746,0.96255,0.75373,0.75766,0.6549,1.02358,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,1572.08,0.77972,0.53303,1.1141,0.94339,0.90347,0.95372,0.75058,0.74343,0.61087,1.01434,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,1606.21,0.77725,0.52018,1.11463,0.93644,0.91243,0.96199,0.75846,0.73742,0.61685,1.01149,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,1640.3,0.77928,0.5182,1.11389,0.93565,0.90977,0.96006,0.75686,0.72521,0.60593,1.00895,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,1674.23,0.77553,0.51636,1.10591,0.93589,0.91117,0.95857,0.75043,0.74309,0.63109,1.01137,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,1708.32,0.78104,0.5209,1.10611,0.92283,0.91258,0.95513,0.75544,0.73493,0.53027,1.00206,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,1742.37,0.76427,0.50719,1.10756,0.93098,0.91176,0.96,0.75813,0.72862,0.58287,1.00363,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,1776.07,0.77469,0.5138,1.10772,0.93383,0.91604,0.96321,0.76343,0.72872,0.55339,1.00511,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,1810.47,0.74505,0.50822,1.08849,0.94405,0.92278,0.96537,0.76243,0.72835,0.64959,1.00691,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,1844.8,0.7683,0.50731,1.09916,0.94028,0.90333,0.95962,0.75501,0.73921,0.47366,1.01066,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,1878.93,0.773,0.50478,1.09609,0.9543,0.89824,0.95884,0.76393,0.7143,0.4957,0.9936,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,1912.68,0.75431,0.49641,1.09814,0.9398,0.91027,0.95554,0.7605,0.70398,0.43333,0.98252,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,1947.02,0.76458,0.50908,1.09653,0.94552,0.91935,0.96504,0.77165,0.70772,0.45275,0.98435,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,1981.25,0.76154,0.49405,1.10578,0.95094,0.90543,0.95854,0.75946,0.73054,0.49546,0.99643,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,2015.18,0.78005,0.5144,1.10543,0.93826,0.91639,0.9596,0.76045,0.73122,0.554,1.00091,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,2049.23,0.74891,0.4987,1.09641,0.93729,0.91271,0.95571,0.75554,0.72319,0.42936,1.00551,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,2083.27,0.75671,0.50325,1.09666,0.94236,0.90117,0.95224,0.74787,0.74801,0.49846,1.01916,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,2117.3,0.73679,0.49349,1.08476,0.94575,0.91457,0.95613,0.75297,0.74389,0.46252,1.00537,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,2151.35,0.74766,0.49049,1.10337,0.94792,0.90569,0.95803,0.76317,0.71933,0.51379,0.9928,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,2185.18,0.73486,0.47948,1.08615,0.9507,0.89549,0.95166,0.76187,0.72022,0.50201,0.99526,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,2219.71,0.75586,0.49703,1.09055,0.94797,0.91132,0.96008,0.76209,0.71157,0.46323,0.98933,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,2253.95,0.74551,0.48939,1.09591,0.94029,0.91856,0.96207,0.76757,0.71385,0.4837,0.98905,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,2288.12,0.74128,0.48887,1.09143,0.93712,0.92295,0.95612,0.76291,0.71165,0.49984,0.98872,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,2321.89,0.73336,0.48296,1.08363,0.94538,0.90539,0.95762,0.76519,0.71739,0.5707,0.99009,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,2356.15,0.73114,0.46973,1.0732,0.95858,0.91271,0.9622,0.77026,0.71026,0.41011,0.98434,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,2390.18,0.72524,0.46663,1.08179,0.94828,0.9195,0.96044,0.76197,0.72283,0.5958,0.99653,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,2424,0.75153,0.49495,1.09209,0.94498,0.91557,0.96288,0.76678,0.72584,0.52,0.99879,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,2457.96,0.73197,0.47778,1.08116,0.94706,0.92348,0.96479,0.77315,0.7061,0.47055,0.98895,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,2491.91,0.73995,0.48353,1.08089,0.94698,0.91606,0.96208,0.77014,0.7088,0.44125,0.98631,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,2525.71,0.72781,0.46724,1.07954,0.9338,0.91626,0.95524,0.75692,0.72327,0.50063,0.99804,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,2559.91,0.72596,0.47058,1.07764,0.94879,0.90935,0.95925,0.77168,0.70259,0.46265,0.98057,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,2593.6,0.72096,0.46808,1.078,0.93673,0.93005,0.96597,0.76921,0.70346,0.40454,0.97874,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,2627.89,0.71793,0.45833,1.07695,0.94805,0.9191,0.96517,0.77281,0.7052,0.50798,0.9834,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,2661.65,0.70851,0.4485,1.06187,0.9444,0.91896,0.96561,0.77376,0.7047,0.41997,0.98093,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,2695.43,0.71401,0.45899,1.06686,0.95671,0.90671,0.96359,0.77375,0.6975,0.46879,0.97736,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,2729,0.71749,0.45381,1.0676,0.95406,0.92328,0.96509,0.77318,0.7003,0.40181,0.97919,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,2762.96,0.70208,0.44784,1.06775,0.95772,0.91283,0.96013,0.77129,0.69795,0.45686,0.97362,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,2796.69,0.71117,0.45173,1.06959,0.94274,0.92956,0.96749,0.77865,0.69961,0.43964,0.98,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,2830.33,0.72113,0.44636,1.06877,0.95529,0.92905,0.96889,0.77555,0.70365,0.48144,0.98118,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,2863.52,0.70706,0.44491,1.07183,0.94961,0.92953,0.97053,0.77836,0.69569,0.38529,0.97603,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,2896.85,0.71664,0.45531,1.07038,0.95232,0.91208,0.96172,0.77321,0.69818,0.45733,0.98058,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,2930.16,0.72963,0.46076,1.08307,0.94573,0.92227,0.96794,0.77853,0.69264,0.44054,0.97451,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,2963.45,0.71522,0.46039,1.07235,0.95165,0.92485,0.96728,0.78075,0.6861,0.43079,0.96987,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,2996.82,0.70634,0.45198,1.06438,0.94723,0.92614,0.96726,0.7753,0.69635,0.47638,0.98066,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,3030.63,0.70205,0.45091,1.05797,0.9464,0.92652,0.96625,0.77606,0.69763,0.4442,0.97549,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,3064.25,0.69421,0.4278,1.05312,0.95996,0.91423,0.96656,0.7803,0.69342,0.37242,0.97919,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,3098.04,0.68861,0.44062,1.05199,0.95127,0.91435,0.96107,0.76574,0.69451,0.47001,0.97517,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,3131.68,0.68341,0.42962,1.05311,0.95828,0.92138,0.96627,0.77857,0.69796,0.39521,0.97562,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,3165.17,0.70493,0.45392,1.06763,0.95407,0.91543,0.96709,0.77431,0.70449,0.49814,0.98128,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,3198.97,0.70336,0.44215,1.05997,0.93623,0.9271,0.9667,0.77901,0.68219,0.46661,0.96686,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,3232.23,0.71103,0.44813,1.06289,0.94945,0.91633,0.96528,0.78051,0.6879,0.44151,0.97299,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,3265.49,0.69883,0.4437,1.05563,0.95843,0.91466,0.96484,0.77846,0.68947,0.40573,0.97656,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,3299.22,0.68081,0.42698,1.04858,0.96013,0.90274,0.96098,0.78029,0.68496,0.41612,0.97578,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,3332.99,0.69647,0.43716,1.06269,0.94368,0.92368,0.96432,0.77605,0.69439,0.44694,0.9756,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,3366.77,0.69464,0.43108,1.06246,0.95405,0.91596,0.96242,0.77636,0.68502,0.40411,0.97645,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,3400.76,0.69545,0.44337,1.06479,0.93692,0.92862,0.96852,0.77806,0.69411,0.42293,0.97933,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,3434.52,0.67581,0.42978,1.04907,0.94763,0.91855,0.96908,0.78289,0.68867,0.42017,0.97012,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,3468.5,0.68408,0.42997,1.05065,0.9422,0.92507,0.96699,0.78041,0.69422,0.43566,0.98238,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,3502.14,0.67709,0.42911,1.05343,0.93049,0.93358,0.96511,0.77472,0.68882,0.47616,0.97606,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,3535.78,0.67045,0.41815,1.0496,0.95584,0.91777,0.96528,0.78075,0.69079,0.43775,0.97367,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,3569.73,0.66964,0.41987,1.05112,0.94178,0.93106,0.96521,0.78038,0.68424,0.48275,0.9658,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,3603.79,0.68025,0.43024,1.04753,0.9545,0.91751,0.96806,0.77756,0.69433,0.47615,0.98048,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,3637.74,0.68652,0.41736,1.05453,0.9424,0.9179,0.96572,0.77768,0.69033,0.42664,0.97401,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,3671.43,0.679,0.41925,1.04589,0.94337,0.92192,0.96457,0.78113,0.68303,0.39046,0.96345,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,3705.01,0.69657,0.42709,1.05463,0.96987,0.90654,0.9678,0.78025,0.68906,0.41506,0.97365,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,3739.01,0.66785,0.41507,1.04303,0.96079,0.91499,0.96623,0.78105,0.69019,0.43831,0.96904,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,3772.86,0.66247,0.4259,1.04143,0.95188,0.924,0.96462,0.78002,0.69005,0.39209,0.97197,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,3806.53,0.67952,0.41917,1.05396,0.94437,0.92619,0.96522,0.78354,0.67841,0.41835,0.96349,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,3840.85,0.66166,0.4119,1.04235,0.94239,0.92446,0.96295,0.78066,0.68436,0.4215,0.97262,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,3874.58,0.65492,0.41343,1.03802,0.94527,0.92231,0.9645,0.7779,0.68069,0.39728,0.96257,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,3908.33,0.67121,0.42106,1.04819,0.95254,0.92427,0.96768,0.78334,0.68522,0.42606,0.96923,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,3942.06,0.66108,0.40837,1.03657,0.94826,0.91901,0.96472,0.77998,0.68595,0.42159,0.96849,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,3975.57,0.66426,0.41413,1.04328,0.95103,0.92253,0.9663,0.78039,0.67533,0.41983,0.95866,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,4008.99,0.66073,0.41853,1.03476,0.95014,0.92095,0.96497,0.7815,0.6769,0.40292,0.9645,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,4042.99,0.67132,0.41692,1.04868,0.94697,0.92666,0.96836,0.78249,0.67939,0.3963,0.96362,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,4076.53,0.66406,0.41322,1.0474,0.9538,0.91442,0.96713,0.77861,0.68226,0.37281,0.9691,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,4112.55,0.67085,0.41792,1.04208,0.9425,0.93361,0.96713,0.7836,0.67648,0.36733,0.96275,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,4146.83,0.661,0.41849,1.0385,0.95622,0.91102,0.96297,0.7813,0.6806,0.37188,0.96577,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,4181.19,0.66462,0.42506,1.03858,0.95463,0.91616,0.96492,0.7801,0.68844,0.38889,0.9675,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,4215.52,0.66024,0.40852,1.02809,0.94614,0.9277,0.96675,0.78235,0.68109,0.38753,0.9659,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,4249.69,0.64881,0.4083,1.03306,0.95194,0.91574,0.96614,0.78375,0.68082,0.38205,0.96711,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,4283.8,0.65129,0.39945,1.03969,0.96325,0.91157,0.96549,0.77969,0.67865,0.39059,0.96838,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,4317.71,0.64623,0.3999,1.03734,0.95876,0.925,0.96914,0.78688,0.67482,0.37257,0.96224,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,4351.5,0.66626,0.41458,1.04454,0.95483,0.91991,0.96377,0.78215,0.67375,0.37053,0.96261,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,4385.84,0.64899,0.39879,1.0259,0.93972,0.93678,0.9706,0.78715,0.68331,0.39113,0.96649,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,4420.86,0.64669,0.39775,1.02833,0.95076,0.92677,0.96651,0.78493,0.6783,0.37597,0.96404,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,4455.1,0.65431,0.39358,1.03821,0.94549,0.93081,0.96489,0.78091,0.68254,0.37649,0.96875,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,4489.23,0.6522,0.38971,1.02991,0.96709,0.91376,0.96596,0.78426,0.67752,0.36527,0.96752,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,4522.89,0.63959,0.39456,1.02491,0.95958,0.92287,0.96317,0.78151,0.67396,0.35459,0.96753,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,4556.94,0.63749,0.39451,1.02395,0.96378,0.91786,0.96436,0.78017,0.67843,0.44866,0.96771,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,4590.95,0.64855,0.4043,1.03495,0.95535,0.9269,0.96305,0.78237,0.67318,0.43425,0.9696,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,4624.52,0.64393,0.39411,1.03239,0.95029,0.91673,0.96631,0.78532,0.67484,0.36999,0.96191,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,4658.3,0.65979,0.40901,1.04053,0.95476,0.91534,0.96646,0.78338,0.67091,0.42663,0.95569,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,4692.08,0.63822,0.39722,1.02941,0.95683,0.92099,0.96413,0.78247,0.67123,0.50946,0.95922,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,4726.02,0.64972,0.39337,1.04113,0.94516,0.93142,0.96725,0.78585,0.67245,0.38196,0.96264,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,4759.92,0.65164,0.39669,1.03399,0.94049,0.92564,0.96137,0.78258,0.6758,0.3792,0.96289,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,4794.06,0.63901,0.39555,1.03083,0.95486,0.91883,0.96676,0.78583,0.6712,0.43422,0.95843,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,4828.1,0.62239,0.38538,1.02378,0.95395,0.91962,0.96572,0.78732,0.67094,0.37258,0.95758,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
